date,ws,temp,dew,prec,rh,sp
2020-03-08,1.4,24.1,19.24,1.38,75.31,101.17
2020-03-09,1.33,23.3,15.37,0,63.12,101.09
2020-03-10,1.51,22.87,13.13,0.05,55.69,101.12
2020-03-11,1.36,23.77,14.9,0,58.5,101.11
2020-03-12,1.12,25.76,17.44,0,61.88,101.23
2020-03-13,1.41,25.98,17.69,0,62.75,101.27
2020-03-14,2.35,25.26,17.38,0,64.25,101.15
2020-03-15,2.78,23.93,15.88,0,65.12,101.16
2020-03-16,2.01,24.76,16.78,0,63.81,101.23
2020-03-17,1.51,24.6,15.82,0,60.25,101.31
2020-03-18,1.36,25.12,15.4,0,56.56,101.18
2020-03-19,1.16,25.66,14.03,0,50.88,101.05
2020-03-20,1.14,25.55,14.12,0.39,51.19,100.99
2020-03-21,1.05,26.44,13.9,0.03,48.62,101.04
2020-03-22,0.95,25.48,17.01,3.34,61.25,101.17
2020-03-23,1.26,25.1,15.83,0.08,58.94,101.1
2020-03-24,0.69,26.19,15.76,0.38,54.56,100.95
2020-03-25,0.99,26.62,17.15,0.53,60.12,100.83
2020-03-26,1.01,28.08,16.28,0.17,50.25,100.9
2020-03-27,1.55,28.67,17.05,0,53.25,100.98
2020-03-28,1.84,29.2,17.91,0,53.12,100.76
2020-03-29,1.84,29.3,16.97,0,52.12,100.71
2020-03-30,1.66,28.9,13.1,0,40.81,100.83
2020-03-31,1.34,28.47,12.84,0,40.81,100.9
2020-04-01,1.56,28.87,13.23,0,40.69,100.75
2020-04-02,2.67,29.24,21.03,0.55,65.88,100.66
2020-04-03,2.26,28.98,21.73,10.38,68.88,100.82
2020-04-04,1.56,28.42,21.07,10.77,69.12,100.99
2020-04-05,1.82,28.01,20.96,9.65,69.38,100.98
2020-04-06,1.98,27.82,18.98,6.74,65.31,100.9
2020-04-07,2.98,28.46,19.73,7.04,65.88,100.74
2020-04-08,3.15,29.14,21.5,0.11,67.62,100.8
2020-04-09,2.18,28.01,21.29,0.04,69.81,100.85
2020-04-10,1.79,29,19.56,0,61.81,101.04
2020-04-11,2.05,29.32,20.26,1.85,61.75,101.09
2020-04-12,0.85,28.96,18.05,1.95,55.56,100.99
2020-04-13,1.52,28.98,19.44,2.59,58.44,100.82
2020-04-14,1.7,29.69,20.29,0.25,61.56,100.91
2020-04-15,1.8,29.45,22.49,3.49,69,100.94
2020-04-16,1.59,28.71,21.67,5.6,68.12,100.78
2020-04-17,3.44,29.3,22.58,4.44,70.12,100.69
2020-04-18,3.38,28.47,23.57,17.82,76.81,100.83
2020-04-19,2.61,28.54,23.72,20.12,77.31,100.83
2020-04-20,2.43,27.65,23.67,16.03,80.5,100.85
2020-04-21,1.3,27.79,22.24,9.35,74.06,100.9
2020-04-22,1.48,26.55,21.3,2.48,74.56,100.88
2020-04-23,1.56,27.05,22.33,12.83,76.94,100.84
2020-04-24,1.59,25.94,22.55,35.04,82.56,100.81
2020-04-25,1.27,26.61,23.39,26.66,83.69,100.8
2020-04-26,1.45,26.26,23.78,28.34,87,100.99
2020-04-27,1.41,26.04,22.69,13.47,82.75,101.16
2020-04-28,1.23,25.92,22.93,19.69,84.25,101.07
2020-04-29,1.57,26.01,23.01,12.64,84.5,100.88
2020-04-30,1.26,26.96,23.48,10.42,82.56,100.93
2020-05-01,1.32,26.83,23.58,15.18,83.25,100.82
2020-05-02,1.7,26.93,23.96,11.28,84.56,100.7
2020-05-03,1.49,26.72,23.87,15.65,85.31,100.68
2020-05-04,1.08,27.78,23.83,8.4,80.44,100.79
2020-05-05,1.73,28.65,25.42,17.38,83.62,100.69
2020-05-06,1.48,27.94,24.73,34.37,83.31,100.72
2020-05-07,0.76,28.4,23.21,6.67,74.25,100.73
2020-05-08,1.13,28.19,22.96,6.7,73.81,100.71
2020-05-09,1.02,28.85,23.99,18.2,75.94,100.73
2020-05-10,0.62,30.12,24.19,19.92,71.19,100.77
2020-05-11,0.73,30.03,24.17,1.93,71.56,100.77
2020-05-12,1.41,29.11,24.74,0.62,78.12,100.69
2020-05-13,2.23,28.49,25.07,0.47,82.62,100.62
2020-05-14,1.88,28.65,25.3,13.09,83.06,100.64
2020-05-15,1.85,28.8,25.58,17.23,83.75,100.44
2020-05-16,2.32,29.11,26.14,14.86,84.88,100.38
2020-05-17,1.69,29.44,25.94,13.71,82.56,100.36
2020-05-18,1.55,29.4,25.97,0.08,82.69,100.18
2020-05-19,1.41,28.94,24.18,2.04,77.38,100.12
2020-05-20,6.64,27.79,25.04,31.74,85.44,99.67
2020-05-21,7.26,27.83,25.28,34.6,86.31,99.68
2020-05-22,2.77,28.57,25.73,13.11,85.25,100.27
2020-05-23,2.88,29.13,26.26,0.59,85.5,100.44
2020-05-24,4.03,29.13,26.65,2.66,87.12,100.42
2020-05-25,5.23,28.94,26.3,1.58,86.31,100.47
2020-05-26,5.42,28.5,25.81,6.9,85.94,100.45
2020-05-27,4.35,28.19,26.3,77.82,89.69,100.44
2020-05-28,1.99,27.91,25.37,34.72,86.62,100.46
2020-05-29,1.72,27.99,25.34,24.16,86.12,100.51
2020-05-30,2.26,28.24,25.8,15.83,87.19,100.59
2020-05-31,1.37,28.59,25.81,7.3,85.56,100.72
2020-06-01,2.63,28.1,26.09,4.75,89.12,100.7
2020-06-02,2.76,27.98,26.32,6.75,90.81,100.57
2020-06-03,3.3,28.12,25.91,8.61,88.25,100.53
2020-06-04,2.58,28.42,26.35,31.54,89,100.47
2020-06-05,2.41,27.88,26.33,15.06,91.38,100.41
2020-06-06,2.59,28.19,26.97,16.07,93.12,100.27
2020-06-07,1.62,28.8,26.56,13.43,88.12,100.15
2020-06-08,1.82,28.81,26.36,15.51,87.12,100.16
2020-06-09,1.1,29.59,26.42,9.16,83.88,100.18
2020-06-10,1.58,28.55,26.67,15.72,89.75,100.18
2020-06-11,2.67,28.15,26.96,21.26,93.19,100.09
2020-06-12,3.31,28.32,26.81,9.8,91.69,100.02
2020-06-13,3.07,28.4,27.46,41.46,94.56,100.07
2020-06-14,2.62,28.6,27.22,10.17,92.25,100.18
2020-06-15,2.47,28.78,27.43,11.24,92.5,100.06
2020-06-16,2.85,28.62,26.69,16.99,89.56,99.94
2020-06-17,3.91,27.83,26.94,39.15,94.81,99.84
2020-06-18,4.48,27.87,26.72,20.74,93.38,100.06
2020-06-19,3.07,28.72,26.94,14.52,90.31,100.13
2020-06-20,2.92,28.58,26.97,19.02,91.12,100.15
2020-06-21,3.83,28.21,26.57,11,90.94,100.02
2020-06-22,3.52,28.32,26.53,5.47,90.25,100.11
2020-06-23,3.12,28.89,26.95,10.47,89.56,100.37
2020-06-24,2.59,29.12,27.07,5.97,89.06,100.47
2020-06-25,3.31,29.01,27.2,2.35,90.19,100.35
2020-06-26,3.45,28.57,27.19,4.75,92.31,100.26
2020-06-27,3.47,28.48,26.73,23.66,90.5,100.23
2020-06-28,3.2,27.49,25.87,4.24,90.94,100.28
2020-06-29,2.2,28.52,26.09,10.08,87.19,100.28
2020-06-30,3,28.86,26.73,4.31,88.62,100.23
2020-07-01,2.76,28.47,26.52,5.73,89.44,100.15
2020-07-02,2.47,28.75,27.12,1.6,91.06,100.03
2020-07-03,1.83,29.25,27.05,0.69,88.38,100.05
2020-07-04,3.03,28.6,26.94,9.53,90.94,100
2020-07-05,3.49,28.42,27,10.58,92,99.84
2020-07-06,3.37,28.85,27.2,7.45,90.94,99.86
2020-07-07,3.61,28.92,27.19,10.71,90.56,100.2
2020-07-08,2.83,29.1,27.16,5.42,89.62,100.25
2020-07-09,3.93,28.87,27.34,16.49,91.56,100.11
2020-07-10,4.28,29.01,27.4,18.58,91.12,100.08
2020-07-11,3.73,28.33,27.23,37.26,93.69,100.01
2020-07-12,3.19,28.56,26.9,28.84,90.88,100.06
2020-07-13,2.82,28.83,26.98,8.83,90,100.02
2020-07-14,3.4,28.05,26.37,10.62,90.75,100.21
2020-07-15,3.01,28.75,26.69,7.65,89.06,100.22
2020-07-16,2.62,28.8,26.53,5.32,87.94,100.19
2020-07-17,2.66,28.96,26.78,3.33,88.44,100.22
2020-07-18,2.77,28.26,27.01,12.56,93,100.33
2020-07-19,3.62,28.71,26.87,21.72,90.06,100.28
2020-07-20,3.63,28.08,27.01,36.75,93.88,100.26
2020-07-21,3.53,28.12,26.99,35.91,93.62,100.33
2020-07-22,2.65,27.57,26.29,45.44,92.75,100.26
2020-07-23,2.85,27.82,26.16,13.2,90.88,100.26
2020-07-24,2.67,28.11,26.59,10.18,91.62,100.53
2020-07-25,1.91,28.43,26.23,1.85,88.25,100.57
2020-07-26,1.73,29.23,26.76,1.6,87,100.46
2020-07-27,1.78,28.82,27.12,9.47,90.62,100.3
2020-07-28,2.51,28.76,26.81,24.27,89.5,100.32
2020-07-29,2.92,28.44,26.56,14.4,89.81,100.41
2020-07-30,1.87,28.81,26.65,1.75,88.44,100.45
2020-07-31,1.88,29.15,26.72,1.87,87.19,100.33
2020-08-01,1.25,29.7,27.05,3.19,86.25,100.12
2020-08-02,1.73,29.69,27.19,7.79,86.75,99.83
2020-08-03,0.86,30.51,27.14,6.48,82.81,99.43
2020-08-04,2.91,28.61,27.18,20.76,92,99.08
2020-08-05,4.47,28.73,26.87,17.9,89.88,99.51
2020-08-06,3.66,27.99,26.66,5.39,92.5,100.09
2020-08-07,3.1,28.9,27.05,8.7,90.06,100.14
2020-08-08,2.7,28.83,26.86,6.1,89.38,100.01
2020-08-09,2.74,28.55,26.84,2.46,90.75,100.03
2020-08-10,2.58,28.73,27.03,2.53,90.81,100.08
2020-08-11,2.97,29.13,27.26,25.81,89.94,100.02
2020-08-12,2.78,29.17,27.24,14.7,89.69,100.03
2020-08-13,2.61,29.11,26.98,2.75,88.62,99.92
2020-08-14,2.63,28.65,26.69,4.48,89.5,99.72
2020-08-15,4.79,28.05,26.31,23.55,90.5,99.67
2020-08-16,4.78,28.1,26.45,12.89,90.88,99.82
2020-08-17,4.11,28.01,26.43,26.12,91.19,99.92
2020-08-18,3.4,28.12,26.6,10.75,91.56,99.91
2020-08-19,4.02,27.32,26.17,4.17,93.44,99.87
2020-08-20,4.23,26.76,25.75,19.92,94.12,100.16
2020-08-21,3.45,27.03,25.8,13.13,93,100.5
2020-08-22,2.22,27.47,25.83,26.8,90.94,100.48
2020-08-23,2.05,27.87,26.03,15.31,90,100.3
2020-08-24,2.02,28.44,26.29,22.61,88.5,100.15
2020-08-25,2.91,27.65,26.34,12.92,92.69,100.19
2020-08-26,5.18,27.43,25.89,3.77,91.44,100.26
2020-08-27,3.2,27.4,26.21,8.56,93.19,100.36
2020-08-28,2.65,28.15,26.2,16.57,89.56,100.29
2020-08-29,2.34,28.51,26.43,13.2,88.88,100.3
2020-08-30,2.06,28.88,26.71,7.86,88.44,100.33
2020-08-31,1.35,29.11,27,7.28,88.62,100.34
2020-09-01,1.79,28.27,26.3,14.28,89.38,100.47
2020-09-02,1.97,27.99,25.87,28.21,88.62,100.69
2020-09-03,1.31,28.73,25.82,3.06,85.06,100.78
2020-09-04,1.16,29.33,26.22,1.6,84.12,100.62
2020-09-05,1.92,29.22,26.57,0.29,86.12,100.44
2020-09-06,2.51,28.51,26.55,0.94,89.44,100.42
2020-09-07,2.35,28.27,26.24,3.61,89.12,100.51
2020-09-08,1.74,28.52,26.26,4.15,87.94,100.53
2020-09-09,1.64,28.99,26.21,2.49,85.62,100.46
2020-09-10,2.02,28.65,26.4,17.92,88.06,100.25
2020-09-11,2,28.33,26.36,14.09,89.31,100.35
2020-09-12,2.01,28.71,26.63,8.76,88.94,100.54
2020-09-13,2.15,28.28,26.6,12.68,90.88,100.61
2020-09-14,1.92,28.03,26.48,5.15,91.44,100.55
2020-09-15,2.02,28.47,26.57,8.77,89.75,100.49
2020-09-16,2.34,28.02,26.55,3.32,91.81,100.47
2020-09-17,1.88,28.49,26.58,9.19,89.62,100.4
2020-09-18,0.71,29.72,26.17,0.71,82.06,100.22
2020-09-19,1.59,29.48,27.12,1.58,87.38,99.92
2020-09-20,1.4,30.12,27.13,3.52,84.62,99.74
2020-09-21,4.91,28.47,26.81,25.85,90.75,99.97
2020-09-22,3.32,28.15,27.17,20.15,94.31,100.26
2020-09-23,3.12,27.94,26.94,29.61,94.19,100.5
2020-09-24,3.2,27.76,26.78,20.95,94.38,100.55
2020-09-25,3.16,27.65,26.74,34,94.75,100.37
2020-09-26,3.4,27.77,26.69,50.25,93.81,100.3
2020-09-27,2.29,27.78,26.21,21.53,91.38,100.42
2020-09-28,1.11,28.28,26.01,3.17,87.94,100.42
2020-09-29,0.99,28.45,26.05,0.35,87.25,100.33
2020-09-30,0.6,28.51,25.72,2.21,85.12,100.23
2020-10-01,1.82,27.88,26.07,12.22,89.94,100.23
2020-10-02,1.5,27.95,26.23,16.7,90.62,100.37
2020-10-03,1.38,28.01,26.26,13.56,90.38,100.48
2020-10-04,1.33,27.92,26,8.51,89.5,100.53
2020-10-05,1.51,27.59,25.91,11.81,90.81,100.52
2020-10-06,1.38,27.04,25,29.99,88.88,100.67
2020-10-07,1.37,27.28,25.3,11.06,89.19,100.78
2020-10-08,0.84,28.69,24.87,5.46,80.56,100.72
2020-10-09,0.9,29.3,25.93,0.37,82.44,100.64
2020-10-10,0.7,29.48,26.22,0.05,83.19,100.54
2020-10-11,0.66,29.85,25.95,3.1,80.25,100.42
2020-10-12,0.66,29.51,25.76,7.61,80.88,100.37
2020-10-13,0.59,29.77,25.67,5.13,79.31,100.39
2020-10-14,0.88,28.83,26.05,8.19,85.62,100.5
2020-10-15,0.74,29.23,25.76,1.43,82.31,100.51
2020-10-16,0.9,29.15,25.58,0.41,81.81,100.47
2020-10-17,0.8,29.18,25.64,0.85,81.88,100.48
2020-10-18,1.04,27.99,25.76,6.2,87.94,100.59
2020-10-19,0.89,28.08,24.84,1.02,83.06,100.55
2020-10-20,1.56,27.71,25.4,5.45,87.69,100.55
2020-10-21,2.02,26.4,25.24,16.03,93.25,100.7
2020-10-22,2.48,25.65,24.87,69.63,95.31,100.5
2020-10-23,3.1,26.41,25.61,105.03,95.25,100.14
2020-10-24,2.38,26.65,25.08,4.24,91.25,100.4
2020-10-25,0.86,26.85,24.01,4.22,85,100.88
2020-10-26,1.01,26.91,23.96,0.37,84.44,100.93
2020-10-27,1.46,26.37,23.92,0,86.75,100.86
2020-10-28,1.49,25.98,23.29,0,85.62,100.94
2020-10-29,1.12,27.06,24.22,0.43,85.12,100.9
2020-10-30,1.36,27.87,25.43,3.93,86.94,100.75
2020-10-31,1.91,26.2,25.19,43.88,94.06,100.86
2020-11-01,1.5,25.78,23.84,25.95,89.31,101.02
2020-11-02,1.21,26.35,24.59,9.83,90.31,101.07
2020-11-03,0.94,26.9,24.77,5.54,88.5,101.08
2020-11-04,1.13,25.47,21.4,3.94,79.38,101.06
2020-11-05,1.27,23.45,17.58,0,71.38,101.24
2020-11-06,1.59,21.25,16.25,0,73.69,101.44
2020-11-07,1.38,21.85,17.13,0,76.44,101.42
2020-11-08,1.15,23.18,18.95,0,77.94,101.42
2020-11-09,1.16,24.44,20.89,0,81.69,101.3
2020-11-10,1.43,24.01,21.16,0,84.75,101.26
2020-11-11,1.55,23.9,21,0,84.5,101.36
2020-11-12,0.95,24.76,20.9,0,80.19,101.4
2020-11-13,1.29,24.94,22.13,0,85.12,101.29
2020-11-14,1.41,24.25,21.62,0,86.12,101.24
2020-11-15,1.36,23.31,20.56,0,85.25,101.26
2020-11-16,0.95,23.6,20.52,0,83.94,101.21
2020-11-17,1.3,23.58,20.38,0,83,101.14
2020-11-18,0.99,23.73,18.83,0,75.44,101.21
2020-11-19,1.02,22.82,18.52,0,77.25,101.19
2020-11-20,1.05,23.21,19.83,0.39,82.12,101.14
2020-11-21,0.86,23.41,20.51,8.31,84.19,101.1
2020-11-22,1.95,21.17,17.31,2.31,79.81,101.4
2020-11-23,1.91,18.24,14.15,0.22,78,101.5
2020-11-24,1.1,19.3,15.23,0,78.62,101.41
2020-11-25,1.22,20.3,17.45,0,84.19,101.39
2020-11-26,1.2,20.79,18.44,0,87,101.42
2020-11-27,1.46,21.11,18.43,0,85.12,101.5
2020-11-28,1.58,20.89,18.95,0,88.62,101.51
2020-11-29,1.77,20.73,18.58,0,88.19,101.49
2020-11-30,1.34,20.35,17.49,0,84.62,101.45
2020-12-01,1.14,20.93,17.94,0,83.88,101.46
2020-12-02,0.96,21.02,17.57,0,81.75,101.29
2020-12-03,0.89,21.33,17.26,0,78.38,101.23
2020-12-04,1.02,20.62,16.51,0,78.25,101.2
2020-12-05,0.9,20.59,16.16,0,76.38,101.3
2020-12-06,0.85,20.79,16.7,0,78.19,101.45
2020-12-07,0.9,20.1,17.31,0,84.69,101.57
2020-12-08,1.16,19.58,17.55,0,87.81,101.52
2020-12-09,0.77,19.55,16.75,0,84.38,101.38
2020-12-10,0.88,19.47,16.62,0,84.12,101.3
2020-12-11,1.16,18.82,16.43,0,86.31,101.37
2020-12-12,1.11,18.52,15.95,0,85.56,101.28
2020-12-13,1.12,19.24,16.4,0,84.31,101.15
2020-12-14,1.45,19.16,16.54,0,85.19,101.29
2020-12-15,1.66,18.31,16.01,0,87.19,101.5
2020-12-16,1.71,18.65,15.92,0,84.94,101.55
2020-12-17,1.61,18.47,15.92,0,85.81,101.47
2020-12-18,1.69,16.93,13.87,0,83,101.54
2020-12-19,2.16,14.39,10.87,0,80.69,101.64
2020-12-20,1.7,14.15,11.13,0,83.06,101.61
2020-12-21,1.02,16.25,12.94,0,81,101.42
2020-12-22,0.55,17.74,13.58,0,77.94,101.35
2020-12-23,1.04,17.51,13.75,2.26,79.5,101.28
2020-12-24,0.95,18.05,14.26,0,79.62,101.25
2020-12-25,1.41,17.59,15.19,0,86,101.29
2020-12-26,1.84,16.51,13.42,0,82.88,101.38
2020-12-27,1.58,15.84,12.12,0,80,101.32
2020-12-28,1.36,16.33,12.59,0,79.69,101.28
2020-12-29,1.59,16.27,12.99,0,81.94,101.33
2020-12-30,1.62,16.26,12.78,0,81.19,101.42
2020-12-31,1.52,16.89,14.17,0,84.12,101.44
2021-01-01,1.39,17.09,14.03,0,82.81,101.46
2021-01-02,1.3,17.12,14.18,0,83.25,101.45
2021-01-03,1.21,17.71,14.36,0,81.56,101.31
2021-01-04,1.14,18.67,14.8,0,79.31,101.35
2021-01-05,1.31,18.9,15.57,0.1,82,101.36
2021-01-06,1.22,19.82,16.23,0,80.88,101.19
2021-01-07,1,21.47,16.38,0,74.12,101.09
2021-01-08,1.4,20.53,16.18,0.05,77.19,101.11
2021-01-09,1.23,19.81,15.65,0,78,101.11
2021-01-10,0.92,20.41,16.25,0,77.75,101.12
2021-01-11,0.88,21.15,17.48,0,80.38,101.24
2021-01-12,1.62,19.26,16.2,0,83.19,101.34
2021-01-13,1.64,17.22,13.07,0,78.06,101.4
2021-01-14,1.7,15.92,11.07,0,73.94,101.4
2021-01-15,1.52,15.72,10.47,3.62,72.12,101.25
2021-01-16,1.42,15.92,10.72,0,72.38,101.16
2021-01-17,1.59,16,11.97,0,78.19,101.42
2021-01-18,1.13,16.84,13.16,0,80.12,101.4
2021-01-19,1.05,17.31,13.03,0,76.88,101.26
2021-01-20,1.61,18.33,16.5,1.12,89.56,101.18
2021-01-21,1.5,18.51,12.9,0.07,73,101.22
2021-01-22,1.54,16.29,10.8,0.44,71.62,101.34
2021-01-23,1,16.59,10.31,0,67.81,101.28
2021-01-24,0.98,17.51,11.29,0,67.94,101.38
2021-01-25,1.63,16.65,12.31,0,77.31,101.47
2021-01-26,1.98,16.49,11.58,0,74.69,101.42
2021-01-27,2.09,15.66,10.17,0,71.88,101.47
2021-01-28,1.74,15.52,9.55,0,69.81,101.5
2021-01-29,1.86,16.43,10.55,0,70.94,101.44
2021-01-30,1.41,16.3,9.78,0,67.06,101.42
2021-01-31,1.77,14.36,6.42,0,61.94,101.62
2021-02-01,1.66,14.65,7.19,0,63.06,101.73
2021-02-02,2.09,14.88,7.62,0,64.25,101.64
2021-02-03,2.05,16.35,9.59,0,66.5,101.52
2021-02-04,1.63,18.09,11.3,0,66.94,101.46
2021-02-05,0.98,19.42,11.6,0,63.56,101.34
2021-02-06,1.2,19.83,12.06,0,62.5,101.25
2021-02-07,2.52,18.05,12.28,0.09,71.69,101.44
2021-02-08,2.34,17.96,10.92,0,65.88,101.42
2021-02-09,2.12,18.08,10.2,0,63,101.35
2021-02-10,1.42,19.43,9.69,0,55.12,101.21
2021-02-11,0.95,20.35,9.83,0,52.69,101.22
2021-02-12,1.04,20.53,10.51,0,53.56,101.29
2021-02-13,1.13,20.63,10.94,0,55,101.33
2021-02-14,0.89,21.36,10.55,0,51.81,101.27
2021-02-15,0.85,21.78,11.8,0,55.62,101.14
2021-02-16,1.2,21.57,11.99,0,57.31,101.16
2021-02-17,1.47,21.37,11.71,0,55.88,101.23
2021-02-18,1.24,23.29,13.08,0,55.44,101.39
2021-02-19,0.76,23.51,13.92,0,56,101.52
2021-02-20,1.23,22.01,13.86,0,61.06,101.56
2021-02-21,1.54,22.38,11.39,0,52.06,101.43
2021-02-22,1.81,22.01,10.51,0,50.25,101.31
2021-02-23,1.48,22.83,10.97,0,48.94,101.13
2021-02-24,0.98,23.84,12.35,0,49.94,100.96
2021-02-25,1.23,24.24,14.79,0,60.5,100.83
2021-02-26,1.67,24.18,15.44,0,65.88,100.65
2021-02-27,1.74,24.98,16.9,0,66.88,100.65
2021-02-28,2.19,25.3,17.11,0,67,100.78
2021-03-01,2.04,26.14,18.78,0,69.38,101.02
2021-03-02,1.22,26.02,16.94,0,63.44,101.1
